"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9"
11374.8954021753 86.7929548698545 3180.14698752259 2264.61375287165 36.5865814520762 25.0902234458356 7.63739837041124 -142.202145173414 1365.358572254
8167.76075799508 148.198747480956 1774.97564834777 2199.54230235993 36.8860507566415 8.8817635079748 19.5235839805785 378.440935816299 -240.237116367176
10449.5165419011 72.7158194960739 323.996697314992 1470.62137244999 14.7765697540035 6.31930399252083 -5.88756756777058 -269.948510866174 2361.89770789468
5779.68756699023 42.0436077109932 1561.01576934054 1692.61086655077 30.0985126069351 15.4682431203955 8.24922348832062 471.432515592719 1965.58060609147
6048.83055024353 87.0271778316925 210.45209305636 884.056815027636 22.7612505174046 7.23050032700575 -13.9951050413645 869.015040362899 2279.5319261085
-2537.60580096946 70.4460661728513 -95.2462624369799 1540.42352468827 35.6862321018238 9.2069188886298 -2.0609258050958 212.545886088443 2252.01463222533
1009.62016316424 152.056155960135 -967.905898646692 1236.01895160139 40.5118230665128 8.12948386976657 1.78834520847065 75.0392725274742 343.264298733793
-2714.40164985698 37.8503088858954 241.942867101768 1003.50850006686 39.7641818641267 11.9884661813677 18.5478663449109 76.943108982264 -1820.40161598498
6624.1523715253 51.8327865858814 -463.159013351062 1320.86728137753 33.6667023153421 -2.3255236592843 0.0054469321533821 179.788383195631 435.337462075296
4195.86088477836 64.7705169756745 471.438209415119 336.113494819332 46.6962458101711 12.2027064056866 3.01264187785921 122.956369291079 1516.93387044131
7463.21293330432 102.926523139628 232.392335204563 -7.62191227804044 67.9895451455124 1.06275426789758 21.2999322047515 671.920267013951 36.2751496934904
-1131.80673662495 46.473832203148 300.433931642316 253.160843727156 34.4257252802873 -1.26862679042669 -0.185876995700322 -15.8484159066102 -1467.4611211144
2310.00365763098 115.488071146691 -214.365843873757 888.392103449516 9.63753036729478 4.57616699030536 6.64699888841459 304.345488833826 337.20011460093
1517.40076129768 36.8848653520152 -471.543235490096 570.745284820156 23.7464149155846 2.01306030990445 0.261244083095315 759.775788796151 -424.174990775261
5661.48346373502 75.4148215405324 -393.871149872358 501.940404438024 72.3604907453688 8.45995029887623 4.88360926253995 87.156948514967 -1818.83031809152
9597.78353729894 6.80741865968072 786.425932151143 2045.49963103095 15.1417536907839 10.6105741616002 3.70951136127084 -254.749593802724 -1201.37497915521
-3288.74270545356 45.4272264231932 -765.864414254838 1280.9643808786 86.8441036213919 -1.4870136959841 16.3604858699003 437.148595467766 781.486429765205
-1575.92396293163 61.5323871257434 -34.2141113276066 1345.49435948755 37.9608900980404 13.9215931761991 7.03376084128498 519.716419042723 -515.378421009156
-4244.9301713722 205.74708480244 -272.795061391127 1336.82032194237 58.856107956326 5.52656756292557 18.564852483079 315.785519184512 481.75646945726
-408.04481123447 61.7039070195669 1267.08398515211 791.457196917238 24.803839065549 10.0344623515736 19.3083652337929 334.352636824271 402.133616808661
